City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
84,Barrow,0,US,1650816915,78,71.2906,-156.7887,6.82,10.36
85,Patnāgarh,17,IN,1650816916,18,20.7167,83.15,93.38,4.05
86,Tokur,100,RU,1650816733,98,53.1333,132.9,14.95,1.68
87,Morondava,100,MG,1650816916,87,-20.2833,44.2833,76.51,10.02
88,George Town,40,MY,1650816837,84,5.4112,100.3354,84.13,0.0
89,Mitsamiouli,99,KM,1650816917,81,-11.3847,43.2844,81.23,8.88
90,Tuatapere,100,NZ,1650816917,89,-46.1333,167.6833,51.84,6.87
91,Sola,95,VU,1650816918,71,-13.8833,167.55,81.07,0.63
92,Taltal,3,CL,1650816918,70,-25.4,-70.4833,66.78,3.98
93,Souillac,75,MU,1650816918,78,-20.5167,57.5167,75.58,14.97
94,Solnechnyy,53,RU,1650816919,92,50.7214,136.6319,18.18,5.19
95,Wenatchee,0,US,1650816919,60,47.4235,-120.3103,50.54,1.01
96,Guerrero Negro,0,MX,1650816919,60,27.9769,-114.0611,65.57,4.34
97,Mahina,40,PF,1650816920,88,-17.5065,-149.489,74.97,2.3
98,Kiri Buru,91,IN,1650816920,20,22.0833,85.35,87.39,2.62
99,Lebu,100,CL,1650816921,87,-37.6167,-73.65,57.16,22.59
100,Husavik,58,IS,1650816921,81,66.0449,-17.3389,43.36,3.98
101,Ada,0,US,1650816921,51,43.4166,-116.1262,48.97,4.61
102,Grootfontein,16,NA,1650816922,38,-19.5667,18.1167,76.57,2.3
103,Brigantine,0,US,1650816732,52,39.4101,-74.3646,71.04,17.27
104,Tasiilaq,100,GL,1650816922,70,65.6145,-37.6368,42.96,3.87
105,Baena,98,ES,1650816923,46,37.6167,-4.3225,66.38,5.73
106,Omsukchan,100,RU,1650816923,96,62.5333,155.8,17.51,5.37
107,Abu Dhabi,0,AE,1650816908,69,24.4667,54.3667,87.91,6.91
108,Suez,0,EG,1650816923,24,29.9737,32.5263,79.02,16.22
109,Itarema,51,BR,1650816624,68,-2.9248,-39.9167,83.93,7.38
110,Aasiaat,100,GL,1650816924,90,68.7098,-52.8699,26.8,6.29
111,Usinsk,79,RU,1650816924,97,65.9939,57.5281,23.85,4.29
112,Okhotsk,43,RU,1650816925,98,59.3833,143.3,21.69,4.21
113,Havøysund,100,NO,1650816925,77,70.9963,24.6622,37.63,8.99
114,Nikolskoye,100,RU,1650816926,80,59.7035,30.7861,48.7,9.69
115,Abeokuta,100,NG,1650816926,70,7.15,3.35,84.43,5.35
116,Inhambane,0,MZ,1650816926,79,-23.865,35.3833,74.68,6.26
117,Torres,0,BR,1650816927,58,-29.3353,-49.7269,79.83,12.73
118,Pangnirtung,100,CA,1650816927,62,66.1451,-65.7125,17.6,3.44
119,Bredasdorp,30,ZA,1650816927,72,-34.5322,20.0403,58.96,10.0
120,Vavatenina,100,MG,1650816928,97,-17.4667,49.2,70.54,2.55
121,Paamiut,75,GL,1650816928,91,61.994,-49.6678,32.27,11.34
122,Mkushi,99,ZM,1650816929,75,-13.6202,29.3939,69.19,5.14
123,Thompson,40,CA,1650816929,62,55.7435,-97.8558,15.96,18.41
124,Cape Town,20,ZA,1650816930,71,-33.9258,18.4232,63.12,13.8
125,Krasnosel'kup,84,RU,1650816930,99,65.7,82.4667,1.08,1.74
126,Baykit,100,RU,1650816931,95,61.67,96.37,30.83,4.34
127,Nanortalik,87,GL,1650816931,86,60.1432,-45.2371,39.07,4.36
128,Namwala,81,ZM,1650816932,58,-15.7504,26.4384,73.26,3.15
129,Bay City,40,US,1650816932,57,43.5945,-83.8889,79.12,25.32
130,Daru,100,PG,1650816933,86,-9.0763,143.2092,78.94,5.3
131,Zhireken,56,RU,1650816933,84,52.8249,117.3076,26.85,3.2
132,Tondi,24,IN,1650816934,69,9.7333,79.0167,86.25,9.06
133,Cabo San Lucas,0,MX,1650816934,79,22.8909,-109.9124,78.62,3.44
134,Lüderitz,0,NA,1650816935,40,-26.6481,15.1594,66.38,29.42
135,Tessalit,0,ML,1650816935,5,20.1986,1.0114,95.07,14.32
136,Tuktoyaktuk,0,CA,1650816936,85,69.4541,-133.0374,14.0,3.44
137,Grand Gaube,96,MU,1650816936,76,-20.0064,57.6608,75.6,5.99
138,Ostrovnoy,100,RU,1650816937,98,68.0531,39.5131,35.67,14.7
139,Airai,51,TL,1650816937,68,-8.9266,125.4092,58.53,1.97
140,Westport,0,US,1650816938,49,41.1415,-73.3579,61.3,18.41
141,Cabedelo,92,BR,1650816938,73,-6.9811,-34.8339,83.07,16.6
142,Baní,71,DO,1650816939,54,18.2833,-70.3333,81.84,14.41
143,Carnarvon,3,AU,1650816939,94,-24.8667,113.6333,66.27,4.61
144,Alice Springs,100,AU,1650816939,94,-23.7,133.8833,62.15,8.05
145,Severo-Kuril'sk,99,RU,1650816940,87,50.6789,156.125,32.38,12.08
146,Yellowknife,0,CA,1650816940,63,62.456,-114.3525,23.56,12.66
147,Bilma,4,NE,1650816941,7,18.6853,12.9164,104.67,7.92
148,Leningradskiy,99,RU,1650816941,97,69.3833,178.4167,13.08,3.33
149,Gladstone,40,AU,1650816941,73,-23.85,151.25,67.93,9.22
150,Zomba,76,MW,1650816942,89,-15.386,35.3188,67.64,3.65
151,Laguna,0,US,1650816942,62,38.421,-121.4238,65.32,5.75
152,Nouadhibou,0,MR,1650816942,60,20.931,-17.0347,73.38,16.11
153,Burnie,31,AU,1650816943,82,-41.0667,145.9167,52.43,5.79
154,San Vicente,4,AR,1650816778,52,-26.6167,-54.1333,82.22,6.4
155,Vanavara,99,RU,1650816943,96,60.34,102.2797,26.74,7.02
156,Blagoyevo,100,RU,1650816944,95,63.3667,47.9167,33.84,5.39
157,Kruisfontein,63,ZA,1650816944,61,-34.0033,24.7314,58.89,12.26
158,Labuhan,100,ID,1650816944,84,-6.8844,112.2051,79.59,2.66
159,Arys,43,KZ,1650816945,72,42.4252,68.795,62.29,8.05
160,Vao,100,NC,1650816945,70,-22.6667,167.4833,73.72,22.01
161,Luena,5,AO,1650816946,58,-11.7833,19.9167,70.93,2.39
162,Jamestown,20,US,1650816946,28,42.097,-79.2353,79.52,9.22
163,Saint Anthony,100,US,1650816946,70,45.0205,-93.218,46.33,23.02
164,Havelock,20,US,1650816947,68,34.8791,-76.9013,79.99,11.5
165,Deputatsky,100,RU,1650816947,100,69.3,139.9,-0.63,1.3
166,Yeppoon,92,AU,1650816947,71,-23.1333,150.7333,67.78,22.1
167,Skibbereen,100,IE,1650816948,76,51.55,-9.2667,54.1,16.84
168,Flinders,98,AU,1650816948,90,-34.5833,150.8552,62.19,5.01
169,Hofn,20,IS,1650816949,71,64.2539,-15.2082,50.02,12.66
170,Muroto-misakicho,74,JP,1650816949,90,33.2833,134.15,64.81,1.79
171,Lata,86,PT,1650816949,55,40.1629,-8.3327,67.08,4.85
172,Port Alfred,98,ZA,1650816950,83,-33.5906,26.891,60.19,3.0
173,Borgarnes,74,IS,1650816950,64,64.5383,-21.9206,47.8,4.14
174,Sinnamary,79,GF,1650816951,83,5.3833,-52.95,81.07,8.81
175,Clyde River,100,CA,1650816951,85,70.4692,-68.5914,5.23,9.22
176,Onega,13,RU,1650816951,73,63.9061,38.1404,33.01,3.0
177,Juegang,100,CN,1650816952,99,32.3174,121.1855,58.98,9.15
178,Arona,13,ES,1650816952,62,28.0996,-16.681,64.98,1.01
179,Nome,100,US,1650816952,93,64.5011,-165.4064,35.67,0.0
180,São João da Barra,4,BR,1650816953,62,-21.6403,-41.0511,84.29,16.22
181,Fare,62,PF,1650816953,74,-16.7,-151.0167,79.84,7.49
182,Cap Malheureux,97,MU,1650816953,76,-19.9842,57.6142,75.47,5.99
183,Bambous Virieux,75,MU,1650816954,78,-20.3428,57.7575,75.45,14.97
184,Alamogordo,0,US,1650816954,21,32.8995,-105.9603,68.56,10.36
185,Lavrentiya,84,RU,1650816955,92,65.5833,-171.0,12.49,6.06
186,Hasaki,100,JP,1650816955,90,35.7333,140.8333,59.4,7.78
187,Spas-Klepiki,100,RU,1650816955,95,55.1347,40.1767,49.89,3.78
188,Kazygurt,64,KZ,1650816956,81,41.7589,69.3864,57.47,8.77
189,Riyadh,94,SA,1650816938,13,24.6877,46.7219,84.34,12.1
190,Carutapera,100,BR,1650816956,88,-1.195,-46.02,76.26,1.68
191,Krasnyy Chikoy,100,RU,1650816957,41,50.3643,108.7512,34.99,5.91
192,Antofagasta,10,CL,1650816957,49,-23.65,-70.4,72.21,6.06
193,Vila Velha,20,BR,1650816957,72,-20.3297,-40.2925,87.75,18.41
194,Grindavik,100,IS,1650816958,81,63.8424,-22.4338,45.07,9.22
195,Bulgan,100,MN,1650816958,86,48.8125,103.5347,31.23,7.45
196,Ambilobe,86,MG,1650816958,78,-13.2,49.05,77.4,6.78
197,Farīdpur,13,BD,1650816959,66,23.6,89.8333,86.02,15.93
198,Aklavik,0,CA,1650816959,74,68.2191,-135.0107,23.0,2.3
199,Krasnorechenskiy,11,RU,1650816960,57,44.6265,135.3532,38.98,5.59
200,Teya,99,RU,1650816960,97,60.3778,92.6267,25.05,4.27
201,Hong Kong,4,HK,1650816827,87,22.2855,114.1577,82.33,10.0
202,Nishihara,20,JP,1650816960,97,26.1842,127.7558,75.25,10.36
203,Mahébourg,75,MU,1650816961,78,-20.4081,57.7,75.49,14.97
204,Bathsheba,75,BB,1650816961,58,13.2167,-59.5167,86.61,21.85
205,Thinadhoo,63,MV,1650816962,70,0.5333,72.9333,84.97,9.4
206,Imeni Poliny Osipenko,38,RU,1650816737,94,52.4201,136.4853,17.06,4.83
207,Faanui,61,PF,1650816962,71,-16.4833,-151.75,80.26,5.77
208,Ixtapa,0,MX,1650816962,69,20.7,-105.2,76.23,0.0
209,Orlik,67,RU,1650816963,66,52.5178,99.825,14.52,4.94
210,Río Gallegos,40,AR,1650816963,93,-51.6226,-69.2181,44.65,3.44
211,Sur,35,OM,1650816958,51,22.5667,59.5289,87.04,4.41
212,Sabang,10,ID,1650816964,73,5.8933,95.3214,84.76,8.23
213,Khovd,79,MN,1650816964,39,48.0056,91.6419,28.8,12.86
214,Mēga,100,ET,1650816965,87,4.05,38.3,61.9,8.5
215,Esperance,1,AU,1650816965,85,-33.8667,121.9,59.77,11.83
216,Matai,100,TZ,1650816966,94,-8.3,31.5167,62.44,2.3
217,Dwārka,0,IN,1650816966,71,22.2394,68.9678,82.83,10.29
218,Blairmore,25,CA,1650816966,89,49.6,-114.4353,46.53,4.68
219,Caravelas,16,BR,1650816967,55,-17.7125,-39.2481,88.41,9.26
220,Isangel,94,VU,1650816967,75,-19.55,169.2667,77.59,11.1
221,Iisalmi,70,FI,1650816968,65,63.5592,27.1907,44.37,1.97
222,Jodhpur,0,IN,1650816968,11,26.2867,73.03,93.56,9.69
223,Buloh Kasap,52,MY,1650816968,95,2.5536,102.764,76.62,2.13
224,Mount Gambier,59,AU,1650816969,100,-37.8333,140.7667,44.51,0.0
225,Sayville,40,US,1650816969,53,40.7359,-73.0821,60.39,17.27
226,Kedrovyy,78,RU,1650816969,90,56.1667,91.8167,27.01,3.69
227,Terrace,100,CA,1650816839,99,54.5163,-128.6035,41.5,2.71
228,Dolores,4,AR,1650816970,32,-36.3132,-57.6792,77.38,14.94
229,Dikson,98,RU,1650816970,95,73.5069,80.5464,7.41,10.67
230,Baruun-Urt,57,MN,1650816971,31,46.6806,113.2792,43.9,20.58
231,Luwuk,93,ID,1650816971,87,-0.9516,122.7875,78.42,1.95
232,Elko,0,US,1650816971,59,41.0002,-115.5012,43.74,5.01
233,Butaritari,100,KI,1650816918,81,3.0707,172.7902,79.34,13.65
234,Upata,96,VE,1650816972,40,8.0086,-62.3989,90.99,6.55
235,Tonj,80,SS,1650816972,37,7.2737,28.6822,91.4,5.3
236,Vestmannaeyjar,0,IS,1650816973,76,63.4427,-20.2734,47.39,16.11
237,Troitsko-Pechorsk,100,RU,1650816973,99,62.7084,56.1964,34.63,2.82
238,Khasan,91,RU,1650816973,47,42.4308,130.6434,50.14,3.62
239,Xuanzhou,37,CN,1650816974,91,30.9525,118.7553,69.39,7.7
240,Awjilah,1,LY,1650816974,12,29.1081,21.2869,90.37,5.84
241,San-Pédro,49,CI,1650816975,71,4.7485,-6.6363,85.66,11.52
242,Mackay,100,AU,1650816975,82,-21.15,149.2,71.69,24.58
243,Tura,0,IN,1650816975,56,25.5198,90.2201,74.8,5.28
244,Svobodnyy,96,RU,1650816732,33,51.4,128.1333,37.42,5.26
245,Xingyi,0,CN,1650816976,54,24.1877,102.817,66.06,10.27
246,Iquique,4,CL,1650816732,67,-20.2208,-70.1431,68.04,9.04
247,Pevek,99,RU,1650816738,99,69.7008,170.3133,-0.15,3.74
248,Constitución,93,CL,1650816977,85,-35.3333,-72.4167,59.88,21.65
249,Tacoronte,20,ES,1650816977,55,28.4769,-16.4102,66.52,9.22
250,Srandakan,100,ID,1650816978,87,-7.9386,110.2506,78.57,3.22
251,Bud,100,US,1650816978,52,39.447,-86.1758,78.82,19.15
252,Yining,42,CN,1650816978,92,29.0361,114.5636,72.32,3.69
253,Middelfart,100,DK,1650816716,85,55.5059,9.7305,50.36,18.72
254,Williams Lake,100,CA,1650816979,52,52.1415,-122.1445,48.06,16.11
255,Mar del Plata,0,AR,1650816979,70,-38.0023,-57.5575,69.82,13.8
256,Pontal do Paraná,71,BR,1650816980,69,-25.6533,-48.5128,81.99,5.23
257,Aksu,37,CN,1650816980,18,41.1231,80.2644,74.98,7.7
258,Nālūt,26,LY,1650816980,7,30.3333,10.85,89.74,5.46
259,Chapais,100,CA,1650816981,63,49.7834,-74.8492,38.98,13.35
260,Kamogawa,100,JP,1650816981,92,35.1,140.1,61.14,2.46
261,Huarmey,36,PE,1650816981,75,-10.0681,-78.1522,72.7,10.51
262,Tazovsky,66,RU,1650816982,100,67.4667,78.7,-5.28,5.46
263,Kemijärvi,98,FI,1650816982,75,66.7131,27.4306,42.35,3.74
264,Yarmouth,0,US,1650816983,50,41.7057,-70.2286,51.94,14.0
265,Acapulco de Juárez,0,MX,1650816910,65,16.8634,-99.8901,84.02,8.05
266,Huanuni,72,BO,1650816983,26,-18.2667,-66.85,52.29,13.27
267,Mount Isa,75,AU,1650816984,100,-20.7333,139.5,65.97,8.05
268,Ust-Nera,97,RU,1650816984,98,64.5667,143.2,8.76,4.63
269,‘Ewa Beach,40,US,1650816984,75,21.3156,-158.0072,75.15,12.66
270,Shimoda,100,JP,1650816985,89,34.6667,138.95,60.1,4.12
271,Hanting,100,CN,1650816985,62,36.7708,119.2108,69.66,10.67
272,Porto-Novo,100,BJ,1650816986,64,6.4965,2.6036,82.22,9.04
273,Bairiki Village,20,KI,1650816986,89,1.3292,172.9752,78.8,11.5
274,Hobyo,21,SO,1650816986,66,5.3505,48.5268,84.79,9.66
275,Pringsewu,58,ID,1650816987,97,-5.3582,104.9744,74.68,3.87
276,La Ronge,75,CA,1650816987,64,55.1001,-105.2842,34.02,9.22
277,Artyom,100,AZ,1650816987,71,40.4723,50.333,57.34,8.63
278,San Policarpo,100,PH,1650816988,93,12.1791,125.5072,77.14,4.29
279,Yangi Marg`ilon,100,UZ,1650816988,67,40.4272,71.7189,61.52,2.3
280,Avera,99,US,1650816988,58,33.194,-82.5271,75.9,6.98
281,Rawson,90,AR,1650816964,27,-43.3002,-65.1023,67.28,31.72
282,Innisfail,100,AU,1650816989,92,-17.5333,146.0333,75.15,8.28
283,Luau,94,AO,1650816989,72,-10.7073,22.2247,72.64,0.98
284,Turochak,59,RU,1650816990,89,52.2576,87.1224,28.4,2.89
285,Ketchikan,100,US,1650816990,93,55.3422,-131.6461,45.07,9.22
286,Redcar,39,GB,1650816991,55,54.6166,-1.06,52.09,11.99
287,Chui,0,UY,1650816991,36,-33.6971,-53.4616,73.15,11.07
288,Kortkeros,88,RU,1650816991,93,61.8106,51.5806,44.6,3.04
289,Brae,80,GB,1650816992,76,60.3964,-1.353,48.04,17.13
290,Alyangula,100,AU,1650816992,94,-13.8483,136.4192,78.67,5.75
291,Hammerfest,75,NO,1650816992,93,70.6634,23.6821,36.05,12.66
292,Gao,2,ML,1650816993,7,16.6362,1.637,103.12,14.07
293,Okha,100,RU,1650816993,94,53.5739,142.9478,28.44,12.08
294,Warrington,20,GB,1650816994,50,53.3925,-2.5802,62.06,15.01
295,Belyy Yar,0,RU,1650816994,70,53.6039,91.3903,27.86,6.71
296,Turinsk,100,RU,1650816995,76,58.0458,63.696,46.36,8.7
297,Oistins,75,BB,1650816995,58,13.0667,-59.5333,86.09,21.85
298,Along,72,IN,1650816996,96,28.1667,94.7667,65.19,3.36
299,Haines Junction,100,CA,1650816996,75,60.7522,-137.5108,35.55,0.0
300,Amapá,79,BR,1650816997,68,1.0,-52.0,83.17,5.37
301,Igarka,60,RU,1650816997,100,67.4667,86.5833,-4.54,5.53
302,Ust'-Ishim,9,RU,1650816998,75,57.6935,71.1665,32.68,5.06
303,Ribeira Grande,40,PT,1650816998,59,38.5167,-28.7,63.0,21.85
304,Salalah,68,OM,1650816999,73,17.0151,54.0924,82.42,6.42
305,Henties Bay,1,NA,1650816999,76,-22.116,14.2845,60.78,15.12
306,Diapaga,98,BF,1650817000,5,12.0708,1.7889,107.51,5.91
307,São Luiz Gonzaga,0,BR,1650816790,66,-28.4083,-54.9608,76.84,10.6
308,Goderich,100,CA,1650817001,49,43.7501,-81.7165,73.72,17.27
309,Vondrozo,100,MG,1650817001,94,-22.8167,47.2833,66.16,2.19
310,Yeovil,75,GB,1650817002,48,50.9416,-2.6321,63.99,13.8
311,Christiansburg,0,US,1650816732,41,37.1298,-80.4089,81.46,6.91
312,Diu,0,IN,1650817002,46,20.7141,70.9822,85.15,12.8
313,Traverse City,75,US,1650816794,56,44.7631,-85.6206,73.47,11.5
314,Abhā,20,SA,1650817003,56,18.2164,42.5053,67.82,12.66
315,Ancud,100,CL,1650817003,88,-41.8697,-73.8203,46.22,19.44
316,Barra de Tecoanapa,1,MX,1650817004,58,16.5167,-98.75,84.61,7.4
317,Peterborough,22,GB,1650817004,46,52.5736,-0.2478,61.21,20.71
318,Coos Bay,100,US,1650817005,96,43.3665,-124.2179,49.23,4.61
319,Española,0,US,1650817005,17,35.9911,-106.0806,57.15,1.36
320,Mudon,2,MM,1650817005,74,16.2578,97.7164,82.36,7.2
321,São Filipe,9,CV,1650817006,70,14.8961,-24.4956,75.63,3.67
322,Kavieng,47,PG,1650817006,78,-2.5744,150.7967,81.54,9.71
323,Yatou,100,CN,1650817006,96,37.15,122.3833,53.22,8.3
324,Roebourne,0,AU,1650817007,62,-20.7833,117.1333,79.77,4.32
325,Tiksi,99,RU,1650817007,100,71.6872,128.8694,-4.86,2.08
326,Candolim,47,IN,1650817007,77,15.5181,73.7626,85.35,11.95
327,Tyukalinsk,44,RU,1650817008,44,55.8732,72.1967,39.49,5.91
328,Cortez,0,US,1650817008,44,37.3489,-108.5859,48.04,4.61
329,Hamilton,0,US,1650816948,53,39.1834,-84.5333,79.88,19.57
330,Yokadouma,100,CM,1650817009,61,3.5167,15.05,83.82,0.18
331,Zhob,39,PK,1650817009,19,31.3411,69.4481,75.97,6.26
332,Muriwai Beach,74,NZ,1650817009,96,-36.8167,174.45,59.56,10.18
333,Sharjah city,0,AE,1650817010,51,25.3573,55.4033,87.78,8.05
334,West Wendover,0,US,1650817010,34,40.7391,-114.0733,46.76,7.83
335,Curuguaty,63,PY,1650817010,48,-24.4694,-55.6945,88.52,9.13
336,Kidal,0,ML,1650817011,6,18.4411,1.4078,98.83,16.08
337,Kunda,0,IN,1650817011,10,25.7167,81.5167,91.22,6.13
338,Sitka,75,US,1650817012,81,57.0531,-135.33,44.49,0.0
339,Aranos,89,NA,1650817012,28,-24.1333,19.1167,75.67,9.95
340,Broken Hill,100,AU,1650817012,52,-31.95,141.4333,64.27,11.68
341,Flin Flon,100,CA,1650816892,74,54.7682,-101.865,25.83,14.74
342,Yermekeyevo,99,RU,1650817013,68,54.0761,53.6712,52.7,4.81
343,Hokitika,63,NZ,1650817013,86,-42.7167,170.9667,51.71,6.89
344,Kyren,100,RU,1650817014,86,51.6828,102.1408,27.73,5.17
345,Broome,0,US,1650817014,50,42.2506,-75.833,71.89,7.0
346,Saskylakh,29,RU,1650816734,100,71.9167,114.0833,-6.45,3.06
347,Narsaq,82,GL,1650817015,80,60.9167,-46.05,50.22,7.47
348,Tual,76,ID,1650817015,68,-5.6667,132.75,83.75,6.24
349,Ende,22,ID,1650817015,81,-8.8432,121.6623,77.18,3.24
350,Concepción,75,CL,1650816833,88,-36.827,-73.0498,58.8,12.66
351,Lagoa,4,PT,1650816897,74,39.05,-27.9833,57.87,21.54
352,Kyabram,88,AU,1650817016,81,-36.3167,145.05,52.88,6.91
353,Khanu Woralaksaburi,28,TH,1650817016,44,16.0617,99.8606,91.42,4.88
354,Ejido,80,VE,1650817017,80,8.5514,-71.2375,74.77,3.91
355,Tabuk,20,PH,1650817017,85,17.4189,121.4443,75.67,4.92
356,Kutum,23,SD,1650817017,7,14.2,24.6667,92.1,4.59
357,Waqqāş,4,JO,1650817018,54,32.5427,35.6053,77.09,4.32
358,Half Moon Bay,100,US,1650817018,82,37.4636,-122.4286,60.91,3.44
